"origin_geoid","conteo","suma_trip_scaled_ratio","geometry","longitud","latitud"
"1300300110029008",2,36.44,c(-98.9448445444161, 20.2966374716417),-98.9448445444161,20.2966374716417
"1300300110029014",1,8.84,c(-98.9395634762517, 20.2879036696867),-98.9395634762517,20.2879036696867
"1300300110029030",1,12.78,c(-98.947788366364, 20.3057177614683),-98.947788366364,20.3057177614683
"1300300110029040",1,12.09,c(-98.944177046264, 20.2934122886677),-98.944177046264,20.2934122886677
"1300300110029064",3,32.65,c(-98.9466957955322, 20.3007110081758),-98.9466957955322,20.3007110081758
"1300300120086001",7,265.77,c(-98.968813923539, 20.2828535347833),-98.968813923539,20.2828535347833
"1300300120086003",3,23.45,c(-98.972084109107, 20.2866462439338),-98.972084109107,20.2866462439338
"1300300120086006",1,19.86,c(-98.9713570522254, 20.2844910628523),-98.9713570522254,20.2844910628523
"1300300120086011",2,63.36,c(-98.9750478769552, 20.2873290280427),-98.9750478769552,20.2873290280427
"1300300120086012",1,4.48,c(-98.9742262726038, 20.2904076552465),-98.9742262726038,20.2904076552465
"1300300120086018",4,57.65,c(-98.9665148078832, 20.2798999989265),-98.9665148078832,20.2798999989265
"1300300120086031",6,124.52,c(-98.961394499281, 20.2827176343739),-98.961394499281,20.2827176343739
"1300300120086036",2,11.71,c(-98.9621158039595, 20.2789226462898),-98.9621158039595,20.2789226462898
"1300300120086037",1,2.78,c(-98.9640856729163, 20.2763639492548),-98.9640856729163,20.2763639492548
"1300300130033003",1,51.39,c(-98.9045491789103, 20.3133500938356),-98.9045491789103,20.3133500938356
"1300300130033050",2,6.3,c(-98.9030310049314, 20.3179725432667),-98.9030310049314,20.3179725432667
"1300300130033062",1,5.23,c(-98.9043597137297, 20.3105094631601),-98.9043597137297,20.3105094631601
"1300300130033070",2,59.1,c(-98.9155327970235, 20.2954377061996),-98.9155327970235,20.2954377061996
"1300300140387006",1,1.61,c(-98.9645517824728, 20.2438076265893),-98.9645517824728,20.2438076265893
"1300300140387011",2,129.32,c(-98.9629200001023, 20.2367441376909),-98.9629200001023,20.2367441376909
"1300300140387022",9,402.68,c(-98.9608638153494, 20.2279041656148),-98.9608638153494,20.2279041656148
"1300300140387027",14,543.02,c(-98.96141037965, 20.2254516787983),-98.96141037965,20.2254516787983
"1300300140387028",2,88.82,c(-98.9658618845868, 20.2257841087212),-98.9658618845868,20.2257841087212
"1300300150090001",3,33.73,c(-98.9340560728382, 20.2583394988118),-98.9340560728382,20.2583394988118
"1300300150090003",2,59.33,c(-98.9338212994373, 20.2563580777548),-98.9338212994373,20.2563580777548
"1300300150090008",2,26.38,c(-98.9315177243601, 20.2573882577164),-98.9315177243601,20.2573882577164
"1300300150090009",46,471.18,c(-98.9323029368417, 20.2536556079569),-98.9323029368417,20.2536556079569
"1300300150090010",4,47.06,c(-98.9381781837961, 20.2576085963612),-98.9381781837961,20.2576085963612
"1300300150090012",1,4.44,c(-98.9312237355831, 20.2606751076146),-98.9312237355831,20.2606751076146
"1300300150090017",1,9.4,c(-98.9299456126471, 20.2605318054385),-98.9299456126471,20.2605318054385
"1300300150090020",1,47.45,c(-98.9278149460265, 20.2628020764208),-98.9278149460265,20.2628020764208
"1300300150090023",2,8.93,c(-98.9345043078871, 20.25363155179),-98.9345043078871,20.25363155179
"1300300150090024",6,55.64,c(-98.9354181792166, 20.2555794128159),-98.9354181792166,20.2555794128159
"1300300150090025",3,16.76,c(-98.9360293298023, 20.2576946995545),-98.9360293298023,20.2576946995545
"1300300150090027",1,20.38,c(-98.9292675482952, 20.2649341734063),-98.9292675482952,20.2649341734063
"1300300150090031",2,19.89,c(-98.9329094893417, 20.2628826116532),-98.9329094893417,20.2628826116532
"1300300150090042",3,34.64,c(-98.9360897747086, 20.2615463299824),-98.9360897747086,20.2615463299824
"1300300150090043",4,25.23,c(-98.9282138060142, 20.2656346316686),-98.9282138060142,20.2656346316686
"1300300190090005",3,27.1,c(-98.9417293350821, 20.2480723756381),-98.9417293350821,20.2480723756381
"1300300200033001",1,37.18,c(-98.9168557644683, 20.2738196197409),-98.9168557644683,20.2738196197409
"1300300200033002",1,2.73,c(-98.9210483966127, 20.2681668295385),-98.9210483966127,20.2681668295385
"1300300200033016",1,8.67,c(-98.9210030957691, 20.2722205328905),-98.9210030957691,20.2722205328905
"1300300200033025",2,53.15,c(-98.9240549217325, 20.2702076782045),-98.9240549217325,20.2702076782045
"1300300200033035",1,7.03,c(-98.9238018853366, 20.2651656504254),-98.9238018853366,20.2651656504254
"1300300200033039",2,36.73,c(-98.9278123422833, 20.2690604529442),-98.9278123422833,20.2690604529442
"130030029",2,110.21,c(-98.9589948504656, 20.3568258243104),-98.9589948504656,20.3568258243104
"130030033",10,195.31,c(-98.8585451084359, 20.2945911800615),-98.8585451084359,20.2945911800615
"130030090",10,207.67,c(-98.961785410912, 20.2243633561942),-98.961785410912,20.2243633561942
"130040001005A003",2,10.27,c(-98.3615243732072, 20.3418455106979),-98.3615243732072,20.3418455106979
"1300400010064003",1,7.63,c(-98.3568537489698, 20.3503495231535),-98.3568537489698,20.3503495231535
"1300400010079002",1,70.09,c(-98.3565424742784, 20.3487622961964),-98.3565424742784,20.3487622961964
"130040011",1,28.28,c(-98.4085397673602, 20.3543083544475),-98.4085397673602,20.3543083544475
"130040026",4,68.6,c(-98.3452062660311, 20.3665237056262),-98.3452062660311,20.3665237056262
"1300500010199004",1,12.34,c(-99.1220673256337, 20.0866937004076),-99.1220673256337,20.0866937004076
"1300500010199005",1,6.88,c(-99.1222467033108, 20.088342873145),-99.1222467033108,20.088342873145
"1300500010199006",1,8.41,c(-99.1199566224162, 20.0889824012354),-99.1199566224162,20.0889824012354
"1300500010199009",2,82.09,c(-99.1232078467103, 20.0902981150824),-99.1232078467103,20.0902981150824
"1300500010199024",1,7.49,c(-99.1214721147898, 20.0956466834049),-99.1214721147898,20.0956466834049
"1300500010199025",160,7756.22,c(-99.1189967625041, 20.0953549948049),-99.1189967625041,20.0953549948049
"1300500010199030",1,9.18,c(-99.1248890017913, 20.0977791669748),-99.1248890017913,20.0977791669748
"1300500010199032",2,26.34,c(-99.1184531837023, 20.0981083945952),-99.1184531837023,20.0981083945952
"1300500010201025",1,8.93,c(-99.1246140110833, 20.0877850418889),-99.1246140110833,20.0877850418889
"1300500010201031",3,143.2,c(-99.1295030795694, 20.0942399618432),-99.1295030795694,20.0942399618432
"1300500010201032",1,26.01,c(-99.1263000486264, 20.0928446086537),-99.1263000486264,20.0928446086537
"1300500010201034",35,1548.94,c(-99.124129079938, 20.0900783421636),-99.124129079938,20.0900783421636
"1300500010201049",1,30.48,c(-99.1258371248202, 20.0859657458987),-99.1258371248202,20.0859657458987
"1300500010216009",1,20.92,c(-99.1172424252466, 20.0946298316218),-99.1172424252466,20.0946298316218
"1300500010216010",1,25.87,c(-99.1166886306013, 20.0953881488178),-99.1166886306013,20.0953881488178
"1300500010216018",1,16.3,c(-99.1174268210979, 20.0974009708278),-99.1174268210979,20.0974009708278
"1300500010216021",1,1.9,c(-99.1100882897724, 20.0944679238658),-99.1100882897724,20.0944679238658
"1300500010216022",1,2.38,c(-99.1102765281252, 20.0929284398827),-99.1102765281252,20.0929284398827
"1300500010216025",1,17.66,c(-99.1119435640667, 20.0901864143391),-99.1119435640667,20.0901864143391
"1300500050235003",1,11.29,c(-99.1126831963934, 20.1584602650225),-99.1126831963934,20.1584602650225
"130050005024A003",1,11.2,c(-99.0981403577035, 20.1621154719994),-99.0981403577035,20.1621154719994
"130050005024A010",1,2.44,c(-99.0972537256847, 20.158567762575),-99.0972537256847,20.158567762575
"130050005024A016",1,23.53,c(-99.0926655790082, 20.1649195253162),-99.0926655790082,20.1649195253162
"130050005024A020",1,6.9,c(-99.0974114884113, 20.1568819270473),-99.0974114884113,20.1568819270473
"1300500050377001",1,13.25,c(-99.1024569109748, 20.1539599317791),-99.1024569109748,20.1539599317791
"1300500060076003",1,13.72,c(-99.0344257601795, 20.179703883914),-99.0344257601795,20.179703883914
"1300500060076014",1,3.34,c(-99.0381291319138, 20.1800044686023),-99.0381291319138,20.1800044686023
"1300500060076015",1,26.25,c(-99.0406326821291, 20.1800254007173),-99.0406326821291,20.1800254007173
"1300500060076037",1,55.2,c(-99.039070501885, 20.1856642672684),-99.039070501885,20.1856642672684
"1300500060146010",1,9.6,c(-99.0192944192691, 20.1852702578876),-99.0192944192691,20.1852702578876
"1300500060146014",1,10.87,c(-99.0287550329829, 20.1731529200341),-99.0287550329829,20.1731529200341
"130050019",2,13.94,c(-99.0137068070904, 20.1863919980458),-99.0137068070904,20.1863919980458
"130050038",27,563.92,c(-99.0286065741631, 20.1569185542088),-99.0286065741631,20.1569185542088
"130050057",3,22.34,c(-99.1158444166397, 20.0614918136192),-99.1158444166397,20.0614918136192
"130050061",1,15.53,c(-99.0409205577, 20.0996875174077),-99.0409205577,20.0996875174077
"130060016",1,9.59,c(-99.4367582247077, 20.4575600246176),-99.4367582247077,20.4575600246176
"130060020",2,28.98,c(-99.3432192311425, 20.4516935773127),-99.3432192311425,20.4516935773127
"130070001009A008",2,59.04,c(-98.4001560716449, 19.7063456931526),-98.4001560716449,19.7063456931526
"130070001009A037",2,90.64,c(-98.4031959199511, 19.7046504975601),-98.4031959199511,19.7046504975601
"1300800010059003",2,10.74,c(-98.4533183038098, 19.7113393665714),-98.4533183038098,19.7113393665714
"1300800010059013",2,19.38,c(-98.4519036815058, 19.7116077083735),-98.4519036815058,19.7116077083735
"1300800010059014",1,16.36,c(-98.4519121078784, 19.7099974685796),-98.4519121078784,19.7099974685796
"1300800010059016",1,11.67,c(-98.4533743455725, 19.7100808806181),-98.4533743455725,19.7100808806181
"1300800010059017",1,1,c(-98.4545763559952, 19.7100619899822),-98.4545763559952,19.7100619899822
"1300800010059025",1,22.99,c(-98.4519001445539, 19.7090991753974),-98.4519001445539,19.7090991753974
"1300800010059030",2,35.79,c(-98.4565240475647, 19.7127805849017),-98.4565240475647,19.7127805849017
"1300800010059035",2,22.2,c(-98.4532499157353, 19.7142255758266),-98.4532499157353,19.7142255758266
"1300800010059041",1,17.3,c(-98.4563605079938, 19.7121440820566),-98.4563605079938,19.7121440820566
"1300800010063008",4,59.12,c(-98.4485479573478, 19.710317176805),-98.4485479573478,19.710317176805
"1300800010063011",2,32.26,c(-98.4455750201989, 19.7095683592528),-98.4455750201989,19.7095683592528
"1300800010063012",1,23.25,c(-98.4472406330999, 19.7074324003574),-98.4472406330999,19.7074324003574
"1300800010063015",1,8.16,c(-98.4501436061992, 19.7112011904478),-98.4501436061992,19.7112011904478
"1300800010063018",1,27.41,c(-98.4470912329237, 19.7065948496401),-98.4470912329237,19.7065948496401
"1300800010063020",1,6.22,c(-98.4501852841165, 19.7123281373117),-98.4501852841165,19.7123281373117
"1300800010063021",2,43.68,c(-98.4486791688719, 19.7124270846903),-98.4486791688719,19.7124270846903
"1300800010063023",1,29.74,c(-98.4473236370335, 19.705819733729),-98.4473236370335,19.705819733729
"1300800010063032",1,17,c(-98.4467166138447, 19.7041200926025),-98.4467166138447,19.7041200926025
"1300800010063044",1,15.7,c(-98.4472323778122, 19.702243700486),-98.4472323778122,19.702243700486
"1300800010097053",1,4.77,c(-98.4442126507066, 19.7096477691743),-98.4442126507066,19.7096477691743
"1300800010097061",1,20.75,c(-98.4458164867117, 19.7072986588289),-98.4458164867117,19.7072986588289
"1300800010097064",2,47.35,c(-98.4451088020951, 19.7062493151592),-98.4451088020951,19.7062493151592
"1300800010097075",1,15.63,c(-98.444264114281, 19.7074358167986),-98.444264114281,19.7074358167986
"1300800010152001",1,13.27,c(-98.4518637282078, 19.7064063143164),-98.4518637282078,19.7064063143164
"1300800010152004",2,21.23,c(-98.4518710008202, 19.7072275139491),-98.4518710008202,19.7072275139491
"1300800010152006",2,21.81,c(-98.4499289321196, 19.7064338453906),-98.4499289321196,19.7064338453906
"1300800010152014",2,93.72,c(-98.4529465622432, 19.7052238739685),-98.4529465622432,19.7052238739685
"1300800010152017",2,15.42,c(-98.4522832224506, 19.7080864453783),-98.4522832224506,19.7080864453783
"1300800010152019",3,36.2,c(-98.4499566951913, 19.7083773498401),-98.4499566951913,19.7083773498401
"1300800010152021",1,32.44,c(-98.4492047004884, 19.707472632343),-98.4492047004884,19.707472632343
"1300800010152026",1,28.84,c(-98.4543939690829, 19.7074446377412),-98.4543939690829,19.7074446377412
"1300800010171009",1,10.44,c(-98.4567244506065, 19.7089064353398),-98.4567244506065,19.7089064353398
"1300800010171022",1,10.06,c(-98.4586667637797, 19.711185701035),-98.4586667637797,19.711185701035
"1300800010171025",5,61.39,c(-98.4575568090151, 19.7069886867444),-98.4575568090151,19.7069886867444
"1300800010171027",2,22.9,c(-98.4568633359923, 19.7061047839126),-98.4568633359923,19.7061047839126
"1300800010171044",43,407.1,c(-98.4578468662139, 19.7100972141433),-98.4578468662139,19.7100972141433
"1300800010171064",2,27.92,c(-98.4624552341521, 19.7067715418676),-98.4624552341521,19.7067715418676
"1300800010186006",1,30.68,c(-98.4592761545417, 19.7164832813827),-98.4592761545417,19.7164832813827
"1300800010186040",1,7.85,c(-98.4612535077557, 19.7130860941433),-98.4612535077557,19.7130860941433
"1300800010241001",1,29.02,c(-98.4406590116, 19.7105310781559),-98.4406590116,19.7105310781559
"130080001028A001",2,30.02,c(-98.4521775014124, 19.7163020598073),-98.4521775014124,19.7163020598073
"130080001028A013",1,9.06,c(-98.4525207419984, 19.7197021338158),-98.4525207419984,19.7197021338158
"130080001028A014",1,15.33,c(-98.451828150427, 19.7200874437488),-98.451828150427,19.7200874437488
"130080001028A016",1,25.83,c(-98.451849242487, 19.7139298504775),-98.451849242487,19.7139298504775
"130080001028A017",1,23.44,c(-98.4559564744245, 19.7175880616141),-98.4559564744245,19.7175880616141
"130080001028A019",1,39.89,c(-98.44998735765, 19.7188467147432),-98.44998735765,19.7188467147432
"130080001028A021",1,39.84,c(-98.4500120666154, 19.7202955047165),-98.4500120666154,19.7202955047165
"1300800050133016",1,27.33,c(-98.5144951254729, 19.6618124148187),-98.5144951254729,19.6618124148187
"1300800110148009",1,41.05,c(-98.4739901506212, 19.6425179067008),-98.4739901506212,19.6425179067008
"130080025",15,121.45,c(-98.4335313578283, 19.7700558083454),-98.4335313578283,19.7700558083454
"13008003A",29,369.94,c(-98.5081413773617, 19.7080767174824),-98.5081413773617,19.7080767174824
"130080044",2,15.04,c(-98.4567343928628, 19.6469502752628),-98.4567343928628,19.6469502752628
"1300900010126002",5,76.42,c(-98.9095841448682, 20.2279446412199),-98.9095841448682,20.2279446412199
"1300900010126004",5,93.05,c(-98.9152580899059, 20.233625998783),-98.9152580899059,20.233625998783
"1300900010126008",1,28.86,c(-98.9089831702776, 20.2270323059051),-98.9089831702776,20.2270323059051
"1300900010126017",1,5,c(-98.9078809912566, 20.2265910934596),-98.9078809912566,20.2265910934596
"1300900010126018",1,20.19,c(-98.9096276452435, 20.2256505350259),-98.9096276452435,20.2256505350259
"1300900010130002",1,3.06,c(-98.9138662615363, 20.2244437758755),-98.9138662615363,20.2244437758755
"1300900010130004",4,88.77,c(-98.9135845791483, 20.2229805593618),-98.9135845791483,20.2229805593618
"1300900010130007",3,31.83,c(-98.9155395621981, 20.2265182167557),-98.9155395621981,20.2265182167557
"1300900010130009",1,22.17,c(-98.912326994491, 20.2250433406352),-98.912326994491,20.2250433406352
"1300900010130018",2,18.49,c(-98.9125199252018, 20.222178221519),-98.9125199252018,20.222178221519
"1300900010130019",4,88.34,c(-98.9132166446914, 20.2215479868105),-98.9132166446914,20.2215479868105
"1300900010130029",2,45.05,c(-98.9091870165676, 20.2248977264884),-98.9091870165676,20.2248977264884
"1300900010145002",48,869.28,c(-98.9085939432356, 20.215254970136),-98.9085939432356,20.215254970136
"1300900010145005",2,51.2,c(-98.9141372685064, 20.2187257374868),-98.9141372685064,20.2187257374868
"1300900010145006",33,613.12,c(-98.9126934527048, 20.2194660596662),-98.9126934527048,20.2194660596662
"1300900010145007",1,30.45,c(-98.9113495919583, 20.2191712484137),-98.9113495919583,20.2191712484137
"1300900010145014",2,26.91,c(-98.9033335077431, 20.2142391105233),-98.9033335077431,20.2142391105233
"1300900010145015",10,154.79,c(-98.9022014114447, 20.2114765729295),-98.9022014114447,20.2114765729295
"1300900010145018",3,44.28,c(-98.9112761019092, 20.220540471077),-98.9112761019092,20.220540471077
"1300900010145020",2,72.55,c(-98.9126961074074, 20.220784807319),-98.9126961074074,20.220784807319
"1300900010145021",9,121.36,c(-98.911858610051, 20.2213097599241),-98.911858610051,20.2213097599241
"1300900010145041",2,34.99,c(-98.9006516919844, 20.212965979165),-98.9006516919844,20.212965979165
"1300900010145043",5,66.7,c(-98.9096037295999, 20.2185154536659),-98.9096037295999,20.2185154536659
"130090001015A004",1,13.08,c(-98.9058783851542, 20.2195940546274),-98.9058783851542,20.2195940546274
"130090001015A005",1,8.19,c(-98.9079096772464, 20.2205019376187),-98.9079096772464,20.2205019376187
"130090001015A013",1,75.44,c(-98.9078786421083, 20.2231129328797),-98.9078786421083,20.2231129328797
"130090001015A014",1,1.83,c(-98.9103767961929, 20.2210680776427),-98.9103767961929,20.2210680776427
"130090001015A019",4,242.54,c(-98.9105842753588, 20.2221345215157),-98.9105842753588,20.2221345215157
"130090001015A028",1,21.2,c(-98.9092298441833, 20.2224357959686),-98.9092298441833,20.2224357959686
"130090001015A033",2,60.61,c(-98.9011448725188, 20.2161714547522),-98.9011448725188,20.2161714547522
"1300900050107005",1,30.57,c(-98.9267590882305, 20.2484848426139),-98.9267590882305,20.2484848426139
"1300900050107011",1,5.51,c(-98.9312511336792, 20.2488822083441),-98.9312511336792,20.2488822083441
"1300900050107021",1,8.13,c(-98.9286932807661, 20.2523787226682),-98.9286932807661,20.2523787226682
